month,week_of_month,day_of_week,make,accident_area,month_claimed,week_of_month_claimed,day_of_week_claimed,year,weeks_past,is_holidayweek_claim,sex,marital_status,fault,vehicle_category,vehicle_price,rep_number,deductible,driver_rating,days_policy-accident,days_policy-claim,past_number_of_claims,age_of_vehicle,age_of_policy-holder,police_report_filed,witness_present,agent_type,number_of_suppliments,address_change-claim,number_of_cars,base_policy,class
oct,2,sunday,chevrolet,urban,oct,2,mon,1995,0,1,male,single,policy-holder,sedan,>69,3,400,2,>30,>30,none,8,41<=X<=50,no,no,external,none,none,3<=X<=4,all-perils,fraud
jan,1,thursday,honda,urban,jan,2,mon,1995,1,0,male,married,third-party,sport,>69,3,400,2,>30,>30,none,8,>65,no,no,external,1<=X<=2,none,<3,collision,legal
jan,1,thursday,pontiac,urban,jan,2,thu,1995,1,0,male,single,policy-holder,sport,20<=X<=29,7,400,2,>30,>30,none,6,31<=X<=35,no,no,external,>5,none,<3,liability,legal
jan,2,monday,mazda,urban,jan,2,mon,1995,0,0,female,married,policy-holder,sedan,20<=X<=29,2,400,2,>30,>30,one,7,31<=X<=35,no,no,external,none,none,<3,collision,legal
jan,2,sunday,pontiac,urban,jan,3,mon,1995,1,1,male,married,third-party,sport,30<=X<=39,11,400,3,>30,>30,none,8,51<=X<=65,no,no,external,none,4<=X<=8,<3,liability,legal
jan,2,monday,ford,urban,jan,2,wed,1995,0,0,male,married,policy-holder,sedan,40<=X<=59,5,400,3,>30,>30,>4,7,31<=X<=35,no,no,external,3<=X<=5,none,<3,collision,legal
jan,2,wednesday,toyota,urban,jan,3,wed,1995,1,1,male,married,policy-holder,sedan,>69,10,400,2,>30,>30,none,8,41<=X<=50,no,no,external,>5,none,<3,all-perils,legal
jan,2,tuesday,honda,urban,jan,2,wed,1995,0,0,female,married,third-party,sedan,30<=X<=39,6,400,1,>30,>30,none,7,36<=X<=40,no,no,external,none,none,<3,collision,legal
jan,2,wednesday,mazda,rural,jan,3,tue,1995,1,1,male,married,policy-holder,sedan,20<=X<=29,2,400,3,>30,>30,none,7,36<=X<=40,no,no,external,>5,none,<3,collision,legal
jan,3,saturday,honda,urban,jan,3,mon,1995,0,1,male,married,policy-holder,sport,20<=X<=29,7,400,3,>30,>30,>4,7,36<=X<=40,no,no,external,none,none,<3,liability,legal
jan,3,wednesday,pontiac,urban,jan,4,tue,1995,1,0,male,married,policy-holder,sedan,40<=X<=59,11,400,1,>30,>30,none,6,36<=X<=40,no,no,external,3<=X<=5,none,<3,all-perils,legal
jan,3,wednesday,chevrolet,urban,jan,3,wed,1995,0,1,male,married,policy-holder,sport,40<=X<=59,15,400,3,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,>5,none,<3,liability,legal
oct,2,monday,toyota,urban,oct,2,tue,1995,0,1,male,married,policy-holder,sport,20<=X<=29,7,400,3,>30,>30,none,8,41<=X<=50,no,no,external,none,none,<3,liability,fraud
feb,1,wednesday,saturn,urban,feb,1,mon,1995,0,0,male,married,policy-holder,sedan,20<=X<=29,12,400,4,>30,>30,one,8,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
feb,1,wednesday,mazda,urban,feb,1,wed,1995,0,0,male,married,policy-holder,sedan,20<=X<=29,9,400,4,>30,>30,one,8,51<=X<=65,no,no,external,1<=X<=2,none,<3,collision,legal
feb,2,wednesday,honda,urban,feb,2,thu,1995,0,0,female,married,third-party,sedan,30<=X<=39,1,400,4,>30,>30,none,5,26<=X<=30,no,no,external,>5,none,<3,collision,legal
feb,2,thursday,honda,urban,feb,2,thu,1995,0,0,male,married,policy-holder,sport,30<=X<=39,15,700,4,>30,>30,2<=X<=4,7,41<=X<=50,no,no,external,none,none,<3,liability,legal
feb,4,tuesday,toyota,urban,feb,4,fri,1995,0,1,male,married,policy-holder,sedan,<20,6,400,2,>30,>30,one,8,>65,no,no,external,none,none,<3,collision,legal
oct,4,monday,toyota,urban,nov,1,thu,1995,2,0,female,married,policy-holder,sedan,20<=X<=29,2,400,1,>30,>30,none,7,31<=X<=35,yes,no,external,1<=X<=2,none,<3,all-perils,legal
jun,2,monday,pontiac,urban,jun,3,thu,1995,1,0,male,married,policy-holder,sedan,<20,7,400,4,>30,>30,none,7,36<=X<=40,no,no,external,none,none,<3,collision,legal
oct,2,monday,chevrolet,urban,oct,2,tue,1995,0,1,male,married,third-party,sedan,20<=X<=29,4,400,4,>30,>30,2<=X<=4,8,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
feb,4,wednesday,chevrolet,urban,feb,4,fri,1995,0,1,male,single,policy-holder,sedan,30<=X<=39,14,400,3,>30,>30,none,7,36<=X<=40,no,no,external,>5,none,<3,collision,legal
feb,4,wednesday,toyota,urban,feb,5,tue,1995,1,0,female,single,policy-holder,sedan,20<=X<=29,7,400,4,>30,>30,none,5,31<=X<=35,no,no,external,1<=X<=2,none,<3,all-perils,legal
oct,2,monday,pontiac,urban,nov,4,fri,1995,7,1,male,single,policy-holder,sedan,20<=X<=29,7,400,4,>30,>30,>4,6,31<=X<=35,no,no,external,1<=X<=2,none,<3,collision,fraud
oct,2,monday,toyota,urban,oct,2,mon,1995,0,1,male,married,third-party,sedan,<20,11,400,2,>30,>30,one,7,51<=X<=65,no,no,external,none,none,<3,all-perils,legal
feb,4,thursday,toyota,rural,mar,2,fri,1995,3,0,male,married,third-party,sedan,20<=X<=29,10,400,2,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,>5,4<=X<=8,<3,all-perils,legal
feb,3,sunday,honda,urban,feb,3,mon,1995,0,0,male,single,third-party,sedan,30<=X<=39,2,400,3,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,>5,none,<3,collision,legal
feb,3,sunday,toyota,urban,feb,4,tue,1995,1,1,male,single,policy-holder,sport,20<=X<=29,10,400,2,>30,>30,2<=X<=4,5,26<=X<=30,no,no,external,none,none,<3,liability,legal
feb,3,sunday,pontiac,urban,feb,4,wed,1995,1,1,male,married,policy-holder,sedan,<20,2,400,3,>30,>30,one,7,36<=X<=40,no,no,external,>5,none,<3,all-perils,legal
feb,2,monday,chevrolet,urban,feb,3,thu,1995,1,0,female,married,policy-holder,sport,>69,5,400,3,>30,>30,>4,8,36<=X<=40,no,no,external,none,none,<3,liability,legal
feb,2,monday,toyota,urban,feb,2,mon,1995,0,0,male,married,policy-holder,sport,20<=X<=29,15,400,2,>30,>30,none,7,36<=X<=40,no,no,external,none,none,<3,liability,legal
feb,2,saturday,chevrolet,urban,feb,4,wed,1995,2,1,male,married,policy-holder,sport,30<=X<=39,2,400,1,>30,>30,>4,8,41<=X<=50,no,no,external,>5,none,<3,liability,legal
feb,2,friday,toyota,urban,feb,4,fri,1995,2,1,male,married,third-party,sport,20<=X<=29,13,400,3,>30,>30,2<=X<=4,5,31<=X<=35,no,no,external,none,none,<3,liability,legal
feb,2,friday,honda,urban,jun,1,fri,1995,19,0,male,married,third-party,sport,>69,14,400,2,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,none,none,<3,collision,legal
feb,1,monday,accura,urban,feb,1,mon,1995,0,0,male,married,policy-holder,sport,20<=X<=29,3,400,2,>30,>30,>4,7,31<=X<=35,no,no,external,1<=X<=2,none,<3,liability,legal
feb,2,tuesday,bMW,urban,feb,2,fri,1995,0,0,male,married,policy-holder,sport,30<=X<=39,16,400,1,>30,>30,2<=X<=4,8,36<=X<=40,no,no,external,>5,none,<3,liability,legal
feb,2,tuesday,accura,urban,feb,4,tue,1995,2,1,male,married,policy-holder,sedan,30<=X<=39,3,400,4,>30,>30,>4,7,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
feb,1,monday,chevrolet,urban,feb,4,thu,1995,3,1,male,married,third-party,sedan,20<=X<=29,9,500,3,>30,>30,2<=X<=4,8,41<=X<=50,yes,no,external,none,none,<3,all-perils,legal
oct,2,monday,honda,urban,oct,2,mon,1995,0,1,male,married,third-party,sport,>69,14,400,2,>30,>30,2<=X<=4,6,36<=X<=40,no,no,external,>5,none,<3,collision,legal
feb,1,thursday,toyota,urban,feb,4,thu,1995,3,1,male,married,policy-holder,sedan,30<=X<=39,7,400,2,>30,>30,2<=X<=4,8,36<=X<=40,no,no,external,>5,none,<3,collision,legal
jan,4,wednesday,toyota,rural,feb,1,fri,1995,2,0,male,single,third-party,sedan,20<=X<=29,12,400,4,>30,>30,none,6,31<=X<=35,yes,no,external,1<=X<=2,none,<3,all-perils,legal
jan,4,wednesday,honda,urban,feb,3,mon,1995,4,0,male,married,policy-holder,sport,>69,11,400,1,>30,>30,>4,4-Jan,41<=X<=50,no,no,external,none,none,3<=X<=4,liability,legal
jan,3,friday,dodge,urban,feb,3,fri,1995,5,0,male,married,third-party,sedan,30<=X<=39,11,400,2,>30,>30,one,7,36<=X<=40,no,no,external,none,none,<3,collision,legal
jan,2,tuesday,toyota,rural,jan,2,wed,1995,0,0,male,married,policy-holder,sedan,>69,14,400,3,>30,>30,one,6,31<=X<=35,no,no,external,>5,none,<3,all-perils,legal
jan,2,monday,toyota,urban,feb,4,mon,1995,7,1,male,single,policy-holder,sedan,20<=X<=29,14,400,4,>30,>30,2<=X<=4,6,36<=X<=40,no,no,external,>5,none,<3,collision,legal
aug,4,monday,toyota,urban,aug,4,fri,1995,0,0,male,married,third-party,sedan,30<=X<=39,3,400,1,>30,>30,none,7,31<=X<=35,no,no,external,>5,none,<3,collision,legal
mar,2,monday,honda,urban,mar,2,mon,1995,0,0,female,single,policy-holder,sport,20<=X<=29,13,400,1,>30,>30,one,6,36<=X<=40,no,no,external,>5,one,<3,liability,legal
mar,2,monday,vW,urban,mar,2,mon,1995,0,0,male,married,policy-holder,sport,>69,4,400,3,>30,>30,>4,6,31<=X<=35,no,no,external,1<=X<=2,none,<3,liability,legal
feb,4,monday,mazda,urban,feb,4,fri,1995,0,1,female,married,policy-holder,sport,20<=X<=29,12,400,1,>30,>30,>4,5,31<=X<=35,no,no,external,>5,none,5<=X<=8,liability,legal
feb,4,monday,chevrolet,urban,feb,4,wed,1995,0,1,male,married,policy-holder,sedan,20<=X<=29,15,400,2,>30,>30,one,8,36<=X<=40,no,no,external,>5,none,<3,all-perils,legal
feb,3,sunday,honda,urban,feb,4,tue,1995,1,1,male,married,policy-holder,sedan,20<=X<=29,15,400,3,>30,>30,2<=X<=4,7,41<=X<=50,no,no,external,none,none,<3,collision,legal
feb,3,tuesday,pontiac,urban,feb,3,wed,1995,0,0,female,single,policy-holder,sedan,20<=X<=29,1,400,3,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,>5,none,<3,collision,legal
feb,2,wednesday,toyota,urban,feb,3,tue,1995,1,0,female,married,third-party,sedan,<20,3,400,1,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
feb,2,wednesday,chevrolet,urban,feb,2,fri,1995,0,0,male,married,policy-holder,sport,>69,14,400,3,>30,>30,>4,7,>65,no,no,external,>5,none,<3,liability,legal
oct,2,tuesday,pontiac,urban,oct,2,wed,1995,0,1,male,married,policy-holder,sedan,20<=X<=29,12,400,3,>30,>30,2<=X<=4,8,51<=X<=65,no,no,external,>5,none,<3,all-perils,fraud
jan,5,monday,accura,urban,feb,1,wed,1995,1,0,male,married,third-party,sedan,20<=X<=29,5,400,2,>30,>30,none,7,36<=X<=40,no,no,external,none,none,<3,collision,legal
feb,1,tuesday,mazda,urban,feb,1,fri,1995,0,0,male,married,policy-holder,sport,20<=X<=29,11,400,2,>30,>30,one,6,31<=X<=35,no,no,external,3<=X<=5,none,<3,liability,legal
jan,5,friday,pontiac,urban,feb,1,wed,1995,1,0,male,married,policy-holder,sedan,20<=X<=29,2,400,4,>30,>30,2<=X<=4,8,>65,no,no,external,1<=X<=2,none,<3,collision,legal
jan,5,friday,pontiac,rural,feb,1,tue,1995,1,0,female,married,third-party,sedan,20<=X<=29,9,400,4,>30,>30,none,7,41<=X<=50,no,no,external,none,none,<3,all-perils,legal
jan,4,tuesday,pontiac,urban,jan,4,wed,1995,0,0,male,married,third-party,sport,20<=X<=29,8,400,4,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,>5,none,<3,liability,legal
jan,4,tuesday,pontiac,urban,jan,5,mon,1995,1,0,male,married,policy-holder,sport,30<=X<=39,4,400,1,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,>5,none,<3,liability,legal
jan,4,wednesday,mazda,urban,feb,1,wed,1995,2,0,male,married,third-party,sedan,40<=X<=59,11,400,3,>30,>30,none,8,41<=X<=50,no,no,external,none,none,<3,all-perils,legal
jan,4,saturday,toyota,urban,jan,4,tue,1995,0,0,male,married,third-party,sport,30<=X<=39,5,400,3,>30,>30,one,5,31<=X<=35,no,no,external,3<=X<=5,none,<3,liability,legal
oct,2,wednesday,mazda,urban,oct,3,wed,1995,1,0,male,married,policy-holder,sport,20<=X<=29,8,400,3,>30,>30,one,8,36<=X<=40,no,no,external,none,none,<3,liability,legal
jan,3,wednesday,toyota,urban,jan,4,mon,1995,1,0,female,married,third-party,sedan,<20,9,400,1,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
jan,3,saturday,mazda,urban,jan,3,wed,1995,0,1,female,single,third-party,sedan,20<=X<=29,15,400,1,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
jan,2,thursday,toyota,urban,feb,1,wed,1995,4,0,female,single,third-party,sport,30<=X<=39,3,400,4,>30,>30,one,5,31<=X<=35,no,no,external,none,none,<3,liability,legal
oct,2,wednesday,pontiac,urban,nov,4,mon,1995,7,1,male,single,policy-holder,sport,30<=X<=39,16,400,3,>30,>30,2<=X<=4,6,31<=X<=35,no,no,internal,none,none,<3,liability,legal
jan,1,thursday,mazda,urban,jan,3,tue,1995,2,1,male,married,policy-holder,sport,20<=X<=29,7,400,1,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,3<=X<=5,none,<3,liability,legal
jan,1,wednesday,ford,urban,jan,3,thu,1995,2,1,male,married,policy-holder,sedan,<20,1,400,1,>30,>30,none,8,41<=X<=50,no,no,external,>5,none,<3,all-perils,legal
dec,4,tuesday,honda,urban,jan,3,tue,1995,4,1,male,single,policy-holder,sedan,20<=X<=29,5,400,1,8<=X<=15,>30,one,4-Jan,26<=X<=30,no,no,external,none,none,<3,collision,legal
dec,2,saturday,pontiac,rural,jan,4,thu,1995,7,0,male,married,policy-holder,sedan,30<=X<=39,1,400,3,>30,>30,none,8,51<=X<=65,no,no,external,1<=X<=2,none,<3,all-perils,legal
dec,2,wednesday,pontiac,urban,jan,3,thu,1995,6,1,male,single,policy-holder,sedan,20<=X<=29,10,400,3,>30,>30,2<=X<=4,5,31<=X<=35,no,no,external,>5,none,<3,collision,legal
mar,4,wednesday,accura,urban,mar,5,tue,1995,1,0,male,married,policy-holder,sedan,>69,1,400,3,>30,>30,>4,8,36<=X<=40,no,no,external,>5,none,<3,all-perils,legal
mar,1,wednesday,mazda,urban,mar,1,wed,1995,0,0,female,single,policy-holder,sport,20<=X<=29,4,400,4,>30,>30,2<=X<=4,6,36<=X<=40,no,no,external,1<=X<=2,none,<3,liability,legal
apr,1,monday,pontiac,urban,apr,1,mon,1995,0,0,male,single,policy-holder,sport,20<=X<=29,7,400,3,>30,>30,>4,8,36<=X<=40,no,no,external,>5,none,<3,liability,legal
mar,2,thursday,pontiac,urban,mar,2,fri,1995,0,0,male,single,policy-holder,sport,30<=X<=39,9,400,3,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,>5,none,<3,liability,legal
nov,4,sunday,toyota,urban,jan,2,tue,1995,8,0,female,married,policy-holder,sport,20<=X<=29,8,400,3,>30,>30,one,8,>65,no,no,external,none,none,<3,liability,legal
mar,2,monday,pontiac,urban,mar,3,tue,1995,1,0,male,married,policy-holder,sport,>69,2,700,4,>30,>30,>4,8,51<=X<=65,no,no,external,none,none,<3,liability,legal
mar,3,tuesday,pontiac,urban,mar,3,tue,1995,0,0,male,married,third-party,sedan,20<=X<=29,11,400,1,>30,>30,one,7,36<=X<=40,no,no,external,3<=X<=5,none,<3,all-perils,legal
mar,2,monday,honda,urban,mar,3,mon,1995,1,0,male,married,third-party,sedan,20<=X<=29,6,400,1,>30,>30,one,7,36<=X<=40,no,no,external,none,none,<3,collision,legal
mar,5,monday,mazda,urban,apr,1,tue,1995,1,0,female,married,policy-holder,sport,20<=X<=29,4,400,2,>30,>30,one,6,31<=X<=35,no,no,external,3<=X<=5,none,<3,liability,legal
oct,2,wednesday,saab,rural,oct,3,fri,1995,1,0,male,married,policy-holder,sedan,30<=X<=39,12,400,2,>30,>30,one,7,31<=X<=35,no,no,external,3<=X<=5,none,3<=X<=4,collision,fraud
mar,3,friday,toyota,urban,mar,4,wed,1995,1,0,male,married,third-party,sedan,20<=X<=29,2,400,4,>30,>30,none,8,36<=X<=40,no,no,external,none,none,<3,collision,legal
may,5,sunday,honda,urban,jun,2,tue,1995,2,0,female,married,policy-holder,sport,30<=X<=39,2,400,3,>30,>30,one,7,36<=X<=40,no,no,external,none,none,<3,liability,legal
jun,5,wednesday,honda,urban,nov,4,mon,1995,24,1,male,married,policy-holder,sedan,20<=X<=29,11,400,1,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,>5,none,<3,collision,legal
jun,5,wednesday,pontiac,urban,jun,5,wed,1995,0,0,female,married,policy-holder,sedan,30<=X<=39,8,400,3,>30,>30,2<=X<=4,6,36<=X<=40,no,no,external,3<=X<=5,none,<3,collision,legal
oct,1,tuesday,mazda,urban,oct,1,tue,1995,0,0,female,single,third-party,sedan,20<=X<=29,6,400,2,>30,>30,>4,7,36<=X<=40,no,no,external,1<=X<=2,none,<3,collision,legal
nov,4,thursday,ford,rural,nov,4,thu,1995,0,1,male,married,policy-holder,sedan,30<=X<=39,7,500,1,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,none,2<=X<=3,<3,collision,legal
oct,4,wednesday,dodge,urban,oct,4,wed,1995,0,0,female,single,policy-holder,sport,20<=X<=29,15,400,4,>30,>30,>4,5,31<=X<=35,no,no,external,none,none,<3,liability,legal
oct,4,saturday,pontiac,urban,oct,4,tue,1995,0,0,male,single,third-party,sedan,20<=X<=29,1,400,4,>30,>30,none,5,31<=X<=35,no,no,external,3<=X<=5,none,<3,collision,legal
apr,1,saturday,pontiac,urban,apr,1,mon,1995,0,0,male,married,policy-holder,sport,>69,16,400,4,>30,>30,2<=X<=4,8,36<=X<=40,no,no,external,>5,none,<3,liability,legal
apr,1,monday,pontiac,urban,apr,1,wed,1995,0,0,female,single,policy-holder,sport,20<=X<=29,7,400,3,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,none,<3,liability,legal
jun,3,friday,ford,urban,jul,2,fri,1995,4,0,male,married,policy-holder,sedan,30<=X<=39,16,400,1,>30,>30,>4,7,36<=X<=40,yes,no,external,none,none,<3,collision,legal
apr,5,friday,pontiac,rural,may,1,mon,1995,1,0,male,divorced,policy-holder,sport,30<=X<=39,11,400,2,>30,>30,one,6,51<=X<=65,no,no,external,>5,none,<3,liability,legal
jul,3,thursday,toyota,urban,aug,3,wed,1995,5,0,female,married,policy-holder,sedan,<20,14,400,4,>30,>30,none,7,31<=X<=35,no,no,external,>5,none,<3,all-perils,legal
jul,2,tuesday,mazda,urban,jul,2,tue,1995,0,0,male,married,policy-holder,sedan,20<=X<=29,7,400,1,>30,>30,none,8,51<=X<=65,no,no,external,1<=X<=2,none,<3,collision,legal
jul,2,monday,pontiac,urban,jul,2,mon,1995,0,0,male,married,policy-holder,sedan,<20,9,400,2,>30,>30,none,6,36<=X<=40,no,no,external,none,none,<3,collision,legal
jul,5,saturday,ford,urban,aug,1,thu,1995,1,0,female,married,third-party,sport,30<=X<=39,12,400,3,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,>5,none,<3,liability,legal
jul,4,tuesday,honda,rural,aug,1,wed,1995,2,0,male,single,policy-holder,sedan,20<=X<=29,5,400,2,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,3<=X<=5,none,<3,collision,legal
aug,3,saturday,pontiac,urban,sep,1,mon,1995,3,0,male,married,third-party,sedan,20<=X<=29,3,400,3,>30,>30,none,8,41<=X<=50,no,no,external,none,none,<3,collision,legal
dec,1,wednesday,mazda,rural,dec,2,tue,1995,1,0,female,widow,third-party,sedan,>69,1,400,4,>30,>30,2<=X<=4,8,36<=X<=40,no,no,external,none,none,<3,collision,legal
mar,3,monday,mazda,urban,mar,3,tue,1995,0,0,male,married,third-party,sedan,20<=X<=29,5,400,4,>30,>30,none,7,36<=X<=40,no,no,external,>5,none,<3,collision,legal
mar,3,tuesday,pontiac,urban,mar,3,thu,1995,0,0,female,single,policy-holder,sport,20<=X<=29,7,400,2,>30,>30,>4,7,31<=X<=35,no,no,external,1<=X<=2,none,<3,liability,legal
mar,3,monday,mazda,urban,mar,3,fri,1995,0,0,male,single,policy-holder,sedan,20<=X<=29,2,400,2,>30,>30,2<=X<=4,5,26<=X<=30,no,no,external,none,none,<3,collision,legal
mar,3,tuesday,ford,urban,apr,1,mon,1995,3,0,male,married,policy-holder,sedan,40<=X<=59,12,400,4,>30,>30,one,7,36<=X<=40,no,no,external,1<=X<=2,none,<3,all-perils,legal
may,2,wednesday,accura,urban,dec,4,thu,1995,37,0,male,married,policy-holder,sport,20<=X<=29,12,400,2,>30,>30,2<=X<=4,7,41<=X<=50,no,no,external,>5,none,<3,liability,legal
oct,2,thursday,honda,urban,oct,3,mon,1995,1,0,male,married,policy-holder,sedan,20<=X<=29,10,400,4,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,1<=X<=2,none,<3,collision,fraud
jul,5,sunday,pontiac,urban,sep,1,thu,1995,6,0,male,single,policy-holder,sedan,20<=X<=29,6,400,1,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,>5,none,<3,collision,legal
aug,5,wednesday,toyota,urban,oct,4,mon,1995,9,0,male,single,policy-holder,sport,20<=X<=29,10,700,4,>30,>30,one,7,31<=X<=35,no,no,external,>5,4<=X<=8,<3,liability,legal
oct,2,thursday,chevrolet,urban,oct,4,wed,1995,2,0,male,married,policy-holder,sport,30<=X<=39,6,400,4,>30,>30,one,6,41<=X<=50,no,no,external,none,none,<3,liability,legal
oct,3,tuesday,pontiac,urban,oct,4,tue,1995,1,0,female,single,third-party,sedan,20<=X<=29,3,400,3,>30,>30,none,8,41<=X<=50,yes,yes,external,>5,none,<3,collision,legal
oct,3,sunday,vW,urban,oct,3,wed,1995,0,0,male,single,third-party,sedan,40<=X<=59,13,400,2,>30,>30,none,7,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
oct,2,thursday,honda,urban,nov,2,wed,1995,5,1,male,single,policy-holder,sedan,30<=X<=39,12,400,3,>30,>30,>4,7,31<=X<=35,no,no,external,>5,none,<3,collision,fraud
apr,3,saturday,pontiac,rural,apr,4,sun,1995,1,0,male,married,policy-holder,sedan,30<=X<=39,9,400,2,>30,>30,none,8,41<=X<=50,no,no,external,none,none,<3,collision,legal
apr,3,saturday,pontiac,urban,apr,3,mon,1995,0,0,male,married,policy-holder,sedan,30<=X<=39,7,400,3,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,1<=X<=2,none,<3,collision,legal
may,2,wednesday,pontiac,rural,may,2,thu,1995,0,0,male,married,policy-holder,sport,20<=X<=29,3,400,3,>30,>30,2<=X<=4,8,51<=X<=65,no,no,external,>5,none,<3,liability,legal
oct,2,thursday,pontiac,urban,oct,3,thu,1995,1,0,male,married,third-party,sedan,20<=X<=29,10,400,1,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,3<=X<=5,none,<3,all-perils,legal
may,2,monday,toyota,rural,may,3,wed,1995,1,0,male,single,policy-holder,sedan,20<=X<=29,16,400,2,>30,>30,none,7,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
jun,3,sunday,pontiac,urban,jul,1,wed,1995,3,1,female,divorced,policy-holder,sedan,<20,13,400,3,none,>30,one,4-Jan,36<=X<=40,no,no,external,none,none,<3,collision,legal
aug,3,wednesday,mazda,urban,aug,3,fri,1995,0,0,male,married,policy-holder,utility,>69,9,400,4,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,>5,none,<3,all-perils,legal
aug,3,tuesday,pontiac,urban,sep,4,tue,1995,6,0,male,married,policy-holder,sport,30<=X<=39,7,400,2,>30,>30,2<=X<=4,7,41<=X<=50,no,no,external,none,none,<3,liability,legal
nov,1,monday,pontiac,rural,nov,1,mon,1995,0,0,male,married,policy-holder,sedan,20<=X<=29,8,400,4,>30,>30,one,8,51<=X<=65,no,no,external,none,none,<3,collision,legal
dec,3,monday,mazda,urban,dec,3,mon,1995,0,0,male,single,policy-holder,sedan,30<=X<=39,1,400,3,>30,>30,one,7,36<=X<=40,no,no,external,>5,none,3<=X<=4,all-perils,legal
oct,2,thursday,chevrolet,urban,oct,2,thu,1995,0,1,female,single,policy-holder,sport,20<=X<=29,16,400,3,>30,>30,2<=X<=4,4-Jan,26<=X<=30,no,no,external,>5,none,<3,liability,legal
mar,2,sunday,toyota,urban,apr,2,thu,1995,5,1,male,married,policy-holder,sedan,20<=X<=29,12,400,3,>30,>30,none,7,41<=X<=50,no,no,external,>5,none,<3,all-perils,legal
jan,4,monday,accura,urban,feb,1,fri,1995,2,0,male,married,third-party,sedan,30<=X<=39,15,400,4,>30,>30,one,7,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
mar,1,thursday,chevrolet,urban,mar,1,thu,1995,0,0,male,married,policy-holder,sport,30<=X<=39,14,400,4,>30,>30,none,7,36<=X<=40,no,no,external,>5,none,<3,liability,legal
oct,2,thursday,honda,urban,oct,3,thu,1995,1,0,male,married,policy-holder,sedan,20<=X<=29,9,400,2,>30,>30,one,6,31<=X<=35,no,no,external,1<=X<=2,none,<3,all-perils,fraud
may,5,tuesday,toyota,urban,jun,1,thu,1995,1,0,male,married,policy-holder,sedan,<20,12,400,1,>30,>30,none,8,41<=X<=50,no,no,external,none,none,<3,all-perils,legal
may,4,wednesday,ford,urban,may,5,mon,1995,1,1,male,married,policy-holder,sedan,20<=X<=29,2,400,1,>30,>30,none,8,41<=X<=50,no,no,external,1<=X<=2,4<=X<=8,<3,all-perils,legal
